100   0.40000
200   0.40000
300   0.40000
400   0.40000
500   0.40000
600   0.40000
700   0.40000
800   0.40000
900   0.40000
1000   0.40000
1100   0.40000
1200   0.40000
1300   0.40000
1400   0.40000
1500   0.40000
1600   0.40000
1700   0.40000
1800   0.40000
1900   0.40000
2000   0.40000
2100   0.40000
2200   0.40000
2300   0.40000
2400   0.40000
2500   0.40000
2600   0.40000
2700   0.40000
2800   0.40000
2900   0.40000
3000   0.40000
3100   0.40000
3200   0.40000
3300   0.40000
3400   0.40000
3500   0.40000
3600   0.40000
3700   0.40000
3800   0.40000
3900   0.40000
4000   0.40000
4100   0.40000
4200   0.40000
4300   0.40000
4400   0.40000
4500   0.40000
4600   0.40000
4700   0.40000
4800   0.40000
4900   0.40000
5000   0.40000
5100   0.40000
5200   0.40000
5300   0.40000
5400   0.40000
5500   0.40000
5600   0.40000
5700   0.40000
5800   0.40000
5900   0.40000
6000   0.40000
6100   0.40000
6200   0.40000
6300   0.40000
6400   0.40000
6500   0.40000
6600   0.40000
6700   0.40000
6800   0.40000
6900   0.40000
7000   0.40000
7100   0.40000
7200   0.40000
7300   0.40000
7400   0.40000
7500   0.40000
7600   0.40000
7700   0.40000
7800   0.40000
7900   0.40000
8000   0.40000
8100   0.40000
8200   0.40000
8300   0.40000
8400   0.40000
8500   0.40000
8600   0.40000
8700   0.40000
8800   0.40000
8900   0.40000
9000   0.40000
9100   0.40000
9200   0.40000
9300   0.40000
9400   0.40000
9500   0.40000
9600   0.40000
9700   0.40000
9800   0.40000
9900   0.40000
10000   0.40000
10100   0.40000
10200   0.40000
10300   0.40000
10400   0.40000
10500   0.40000
10600   0.40000
10700   0.40000
10800   0.40000
10900   0.40000
11000   0.40000
11100   0.40000
11200   0.40000
11300   0.40000
11400   0.40000
11500   0.40000
11600   0.40000
11700   0.40000
11800   0.40000
11900   0.40000
12000   0.40000
12100   0.40000
12200   0.40000
12300   0.40000
12400   0.40000
12500   0.40000
12600   0.40000
12700   0.40000
12800   0.40000
12900   0.40000
13000   0.40000
13100   0.40000
13200   0.40000
13300   0.40000
13400   0.40000
13500   0.40000
13600   0.40000
13700   0.40000
13800   0.40000
13900   0.40000
14000   0.40000
14100   0.40000
14200   0.40000
14300   0.40000
14400   0.40000
14500   0.40000
14600   0.40000
14700   0.40000
14800   0.40000
14900   0.40000
15000   0.40000
15100   0.40000
15200   0.40000
15300   0.40000
15400   0.40000
15500   0.40000
15600   0.40000
15700   0.40000
15800   0.40000
15900   0.40000
16000   0.40000
16100   0.40000
16200   0.40000
16300   0.40000
16400   0.40000
16500   0.40000
16600   0.40000
16700   0.40000
16800   0.40000
16900   0.40000
17000   0.40000
17100   0.40000
17200   0.40000
17300   0.40000
17400   0.40000
17500   0.40000
17600   0.40000
17700   0.40000
17800   0.40000
17900   0.40000
18000   0.40000
18100   0.40000
18200   0.40000
18300   0.40000
18400   0.40000
18500   0.40000
18600   0.40000
18700   0.40000
18800   0.40000
18900   0.40000
19000   0.40000
19100   0.40000
19200   0.40000
19300   0.40000
19400   0.40000
19500   0.40000
19600   0.40000
19700   0.40000
19800   0.40000
